Title,Subject,List,"Send Date","Send Weekday","Total Recipients","Successful Deliveries","Soft Bounces","Hard Bounces","Total Bounces","Times Forwarded","Forwarded Opens","Unique Opens","Open Rate","Total Opens","Unique Clicks","Click Rate","Total Clicks",Unsubscribes,"Abuse Complaints","Times Liked on Facebook","Folder Id","Unique Id"
Waitlist,"Welcome to TipStop!",Waitlist,"Feb 10, 2016 11:50 am",Wednesday,1,1,0,0,0,0,0,1,100.00%,1,0,0.00%,0,0,0,0,0,ee05c27492
